Movie Name,Language,IMDb Rating,Year of Release,Maturity Rating,hours,minutes,duration
Chaukat Raja,Marathi,7.4,1991.0,All,2,29,2-3 hrs
The Wailing,Hindi,7.5,2016.0,18+,2,29,2-3 hrs
Prema Sakshiga,Telugu,,2001.0,NR,2,1,2-3 hrs
Inspector Gadget's Last Case,English,4.9,2002.0,7+,1,13,1-2 hrs
Godzilla: King of The Monsters,Tamil,6.0,2019.0,16+,2,11,2-3 hrs
Antaranga,Bengali,,1988.0,NR,2,9,2-3 hrs
Dragon Blade,Hindi,6.0,2015.0,13+,2,7,2-3 hrs
Traffic Signal,Hindi,6.6,2007.0,13+,2,5,2-3 hrs
Lage Raho Munna Bhai,Hindi,8.1,2006.0,All,2,19,2-3 hrs
Vampires Suck,English,3.4,2010.0,16+,1,22,1-2 hrs
Yoddha,Telugu,8.4,1992.0,NR,2,3,2-3 hrs
Periya Veetu Pannakkaran,Tamil,5.6,1990.0,NR,2,2,2-3 hrs
Riktha,Kannada,,2017.0,NR,1,51,1-2 hrs
Drive Angry,Telugu,5.4,2011.0,18+,1,40,1-2 hrs
Mother India,Hindi,8.1,,NR,2,47,2-3 hrs
Geet Sangeet,Bengali,7.0,1994.0,NR,2,15,2-3 hrs
Death Makes Life Possible,English,7.6,2020.0,13+,1,5,1-2 hrs
Ahare Mon,Bengali,7.2,2019.0,13+,1,51,1-2 hrs
Wedding Cha Shinema,Marathi,6.9,2019.0,All,2,17,2-3 hrs
A Beautiful Day in the Neighborhood,Hindi,7.3,2019.0,All,1,48,1-2 hrs
Love Aaj Kal Porshu,Bengali,6.1,2020.0,13+,1,42,1-2 hrs
Prema Pavuralu,Telugu,7.3,1989.0,All,3,4,>3 hrs
Quick,Hindi,5.8,2011.0,16+,1,47,1-2 hrs
Geethanjali,Malayalam,3.8,2013.0,13+,2,30,2-3 hrs
Headmaster,Bengali,7.1,,NR,1,23,1-2 hrs
Kaatrin Mozhi,Tamil,7.4,2018.0,7+,2,27,2-3 hrs
Mohacheppu,Malayalam,,1989.0,NR,1,20,1-2 hrs
Sapoot,Hindi,5.2,1996.0,13+,2,32,2-3 hrs
Dabangg 3 (Kannada),Kannada,3.2,2019.0,16+,2,28,2-3 hrs
Olympus Has Fallen,English,6.5,2013.0,18+,1,54,1-2 hrs
One Child Nation,English,7.5,2019.0,18+,1,28,1-2 hrs
Bhoot Bungla,Hindi,6.5,,18+,2,16,2-3 hrs
The Legend Of Ben Hall,English,5.8,2017.0,16+,2,19,2-3 hrs
Bazaar,Hindi,,1982.0,All,0,0,<30 mins
Chalte Chalte,Telugu,6.6,2018.0,All,2,14,2-3 hrs
Bhai Amar Bhai,Bengali,,2017.0,13+,2,33,2-3 hrs
Andha Atit,Bengali,6.3,1972.0,NR,1,45,1-2 hrs
Mr. Right,English,6.3,2016.0,18+,1,35,1-2 hrs
Johar In Bombay,Hindi,6.4,,All,1,38,1-2 hrs
Time Machine,Hindi,5.6,2016.0,13+,0,40,30-60 mins
Edaina Jaragocchu,Telugu,3.9,2019.0,13+,2,7,2-3 hrs
Nishchaiy,Hindi,3.9,1992.0,All,2,26,2-3 hrs
Rajendrudu Gajendrudu,Telugu,7.2,1993.0,All,2,7,2-3 hrs
Srimannarayana,Telugu,4.2,2012.0,18+,2,18,2-3 hrs
Chikati Gadilo Chithakotudu,Telugu,4.8,2019.0,18+,1,46,1-2 hrs
Nishabdham (Telugu),Telugu,3.8,2020.0,16+,2,5,2-3 hrs
Catch Me If You Can,English,8.1,2002.0,16+,2,20,2-3 hrs
Agnishikha,Bengali,,1999.0,NR,1,25,1-2 hrs
Seal,Hindi,,2018.0,All,0,12,<30 mins
Bheemili Kabaddi Jattu,Telugu,,2010.0,All,2,23,2-3 hrs
Challenge 2,Bengali,,2017.0,13+,2,41,2-3 hrs
Soldiers of Fortune,English,4.3,2012.0,18+,1,33,1-2 hrs
Barbie Dreamtopia,English,6.4,2016.0,7+,0,46,30-60 mins
Rampage,Telugu,6.1,2018.0,13+,1,47,1-2 hrs
Bandish,Hindi,4.4,,NR,1,47,1-2 hrs
Gujjubhai The Great,Gujarati,8.2,2015.0,All,2,17,2-3 hrs
Vinta Mogudu,Telugu,8.6,1985.0,NR,2,11,2-3 hrs
Abhimanyu - Telugu,Telugu,,1999.0,NR,2,2,2-3 hrs
XXX: State of the Union,Marathi,4.5,2005.0,16+,1,40,1-2 hrs
Happy Birthday to John,English,6.4,1995.0,NR,0,24,<30 mins
KAASH,Hindi,,1987.0,All,2,6,2-3 hrs
Final Destination 5,English,5.8,2011.0,18+,1,31,1-2 hrs
Ganesh Talkies,Bengali,5.1,2013.0,All,2,10,2-3 hrs
Mala Aai Vhhaychy,Marathi,7.8,2011.0,All,2,8,2-3 hrs
Iniyum Oru Janmam,Malayalam,,1985.0,NR,1,32,1-2 hrs
Mujhse Dosti Karoge,Hindi,5.1,2002.0,All,2,28,2-3 hrs
vazhunnor,Malayalam,5.9,1999.0,All,2,36,2-3 hrs
Gangstar King,Bengali,,2018.0,13+,2,8,2-3 hrs
Paharganj,Hindi,4.6,2019.0,18+,1,44,1-2 hrs
The Last Color,Hindi,7.8,2020.0,18+,1,30,1-2 hrs
AAYUSHMANBHAVA,Kannada,6.2,2019.0,13+,2,23,2-3 hrs
Sakka Podu Podu Raja,Tamil,4.3,2017.0,13+,2,4,2-3 hrs
Acp Ranveer,Bengali,,2018.0,13+,2,36,2-3 hrs
Appu,Malayalam,6.5,1990.0,All,2,19,2-3 hrs
N.T.R: Mahanayakudu,Telugu,5.4,2019.0,All,2,4,2-3 hrs
Local Boy,Telugu,5.7,2020.0,All,2,20,2-3 hrs
Nee Bareda Kadambari,Kannada,7.7,1985.0,NR,2,16,2-3 hrs
Cheel Zadap,Gujarati,5.2,2019.0,13+,1,57,1-2 hrs
Mithai,Malayalam,4.3,2019.0,13+,2,17,2-3 hrs
Mana Oori Ramayanam,Telugu,6.9,2016.0,All,1,48,1-2 hrs
Veertaa,Hindi,,1993.0,All,2,29,2-3 hrs
Charade,English,7.9,,18+,1,53,1-2 hrs
Rudra Thandavam - 1978,Tamil,5.9,1978.0,NR,2,14,2-3 hrs
Kya Kehna!,Hindi,5.9,2000.0,13+,2,29,2-3 hrs
Ki Kore Toke Bolbo,Bengali,5.9,2017.0,13+,2,29,2-3 hrs
Chakkiligintha,Telugu,6.3,2014.0,13+,2,22,2-3 hrs
The Final Countdown,English,6.7,1980.0,18+,1,42,1-2 hrs
Subhamangal Savadhan,Marathi,7.9,1992.0,All,2,19,2-3 hrs
Parasmani,Hindi,6.4,,All,2,11,2-3 hrs
Aar Paar,Hindi,6.2,1985.0,All,2,19,2-3 hrs
Saint Peter in Gallicantu,English,,2020.0,13+,0,52,30-60 mins
Tootsie,English,7.4,1982.0,NR,1,56,1-2 hrs
Kalyanam,Malayalam,5.5,2018.0,All,1,53,1-2 hrs
Badshah-The Don,Bengali,,2016.0,All,2,36,2-3 hrs
Aasaiyil Oru Kaditham,Tamil,4.8,1999.0,13+,2,6,2-3 hrs
Knock Knock,Tamil,4.9,2015.0,18+,1,39,1-2 hrs
Melmaruvathur Adhiparasakthi,Tamil,,1986.0,NR,2,16,2-3 hrs
Shiva: Journey To Plunotaria,Hindi,,2020.0,7+,1,20,1-2 hrs
Ponnar Sankar,Tamil,3.8,2011.0,All,2,14,2-3 hrs
Under The Radar,English,,2020.0,13+,0,44,30-60 mins
Ayogya (Telugu),Telugu,,2019.0,13+,2,17,2-3 hrs
Agent Gopi,Telugu,7.6,1978.0,NR,2,9,2-3 hrs
Thappu,Telugu,,2007.0,NR,1,15,1-2 hrs
Tum Jo Mile - A Sweet Love Story,Hindi,,2010.0,NR,2,5,2-3 hrs
Patriots Day,English,7.4,2017.0,18+,2,13,2-3 hrs
Morya,Marathi,7.2,2011.0,13+,2,1,2-3 hrs
Phamous,Hindi,3.8,2018.0,18+,1,49,1-2 hrs
The Bourne Identity,Hindi,7.9,2002.0,13+,1,58,1-2 hrs
Dishkiyaoon,Hindi,5.2,2014.0,NR,1,58,1-2 hrs
The Ruins of Raqqa,English,,2019.0,13+,0,43,30-60 mins
Pratigyabadh,Hindi,5.7,1991.0,All,2,42,2-3 hrs
Titas Ekti Nadir Naam,Bengali,,2017.0,13+,2,28,2-3 hrs
Premeswari,Telugu,,2002.0,NR,1,9,1-2 hrs
Dharmapuri,Tamil,4.4,2006.0,All,2,26,2-3 hrs
Lone Survivor,English,7.5,2014.0,16+,1,56,1-2 hrs
The Bourne Ultimatum,Hindi,8.0,2007.0,13+,1,55,1-2 hrs
Mission Possible,Marathi,5.8,2010.0,13+,1,40,1-2 hrs
Aapne Toh Chhie Bindaas,Gujarati,,2016.0,All,2,57,2-3 hrs
The Descent Part 2,Hindi,5.8,2010.0,18+,1,29,1-2 hrs
Bouma,Bengali,6.5,2019.0,13+,2,27,2-3 hrs
Armaan - Story Of A Story Teller,Gujarati,5.6,2017.0,All,1,39,1-2 hrs
Dharasnan,Bengali,5.3,2018.0,NR,2,23,2-3 hrs
Dabangg 3 (Telugu),Telugu,,2019.0,16+,2,36,2-3 hrs
Kush,Hindi,7.8,2013.0,18+,0,25,<30 mins
Shubh Mangal Saavdhan,Hindi,6.9,2017.0,NR,1,44,1-2 hrs
Simhasanam,Malayalam,3.0,2012.0,13+,2,39,2-3 hrs
Naalum Therinthavan,Tamil,,1968.0,NR,2,14,2-3 hrs
Letha Manasulu,Telugu,7.6,,All,2,57,2-3 hrs
Apan Jan,Bengali,,2017.0,13+,1,52,1-2 hrs
YZ,Marathi,7.3,2016.0,13+,2,25,2-3 hrs
Othello,English,,,16+,1,32,1-2 hrs
The Wait,English,,2013.0,18+,1,38,1-2 hrs
Meet Bill,English,6.2,2008.0,18+,1,33,1-2 hrs
Sasu Numbri Jawai Dus Numbri,Marathi,5.0,2008.0,All,2,17,2-3 hrs
Jenifer,English,5.9,2001.0,13+,1,34,1-2 hrs
Madura Veeran,Tamil,6.3,2018.0,NR,1,59,1-2 hrs
Kannappanunni,Malayalam,6.7,1977.0,NR,2,36,2-3 hrs
Sanjog,Hindi,6.2,1972.0,All,2,31,2-3 hrs
Journey to the Center of the Earth (2008),English,5.8,2008.0,13+,1,32,1-2 hrs
Anukunnadi Okati Ayinadi Okati,Telugu,4.6,2020.0,18+,1,59,1-2 hrs
Unhinged,Telugu,6.0,2020.0,18+,1,30,1-2 hrs
Gaon,Hindi,5.5,2018.0,13+,2,4,2-3 hrs
Varavelpu,Malayalam,8.1,1989.0,All,2,25,2-3 hrs
Namastey London,Hindi,7.1,2007.0,All,2,11,2-3 hrs
The Great Gambler,Hindi,6.5,1979.0,18+,2,42,2-3 hrs
Moon,English,7.9,2009.0,18+,1,37,1-2 hrs
Manush Keno Beiman,Bengali,,2019.0,13+,2,14,2-3 hrs
The Rider & The Wolf,English,,2020.0,13+,0,0,<30 mins
Terminator Salvation,Hindi,6.5,2009.0,13+,1,54,1-2 hrs
Yatra (Tamil),Tamil,8.2,2019.0,13+,2,5,2-3 hrs
Sagaa (Malayalam),Malayalam,,2019.0,13+,1,59,1-2 hrs
"Agaram (Tamil Language, English Subtitled)",Tamil,,2007.0,18+,2,17,2-3 hrs
Snehitara Savaal,Kannada,7.7,1981.0,NR,2,33,2-3 hrs
Dark Chocolate,Hindi,4.2,2016.0,18+,1,31,1-2 hrs
Jiban Youban,Bengali,,1997.0,NR,2,32,2-3 hrs
Pierre Christin - Time-Space,English,,2020.0,13+,0,52,30-60 mins
Wake Of Death,Hindi,5.7,2004.0,16+,1,24,1-2 hrs
Yves Saint Laurent – Fire Starter,English,,2018.0,13+,0,42,30-60 mins
Be Dune Saade Chaar,Marathi,6.8,2009.0,All,2,12,2-3 hrs
Vadakkumnadhan,Malayalam,6.5,2006.0,All,2,12,2-3 hrs
Yun Hota Toh Kya Hota,Hindi,6.6,2006.0,13+,1,55,1-2 hrs
Jora 10 Numbaria,Punjabi,6.5,2017.0,18+,2,15,2-3 hrs
Aetbaar,Hindi,4.6,2004.0,18+,2,23,2-3 hrs
Dhwaja (Hindi),Hindi,6.5,2018.0,13+,2,18,2-3 hrs
Aakrosh,Hindi,7.9,1980.0,18+,2,18,2-3 hrs
Meesa Madhavan,Malayalam,7.9,2002.0,NR,2,30,2-3 hrs
Komol Gandhar,Bengali,,,All,2,4,2-3 hrs
Super K (Hindi),Hindi,,2011.0,All,1,27,1-2 hrs
The Bumble Nums - Season 3,English,,2019.0,All,0,46,30-60 mins
White Sauce Chicken Pasta,Bengali,,2020.0,13+,0,4,<30 mins
Thayiya Hone,Kannada,,1985.0,NR,2,19,2-3 hrs
Ek Adbhut Dakshina - Guru Dakshina,Hindi,,2015.0,NR,2,1,2-3 hrs
Barsaat Ki Ek Raat,Hindi,6.3,1981.0,All,2,27,2-3 hrs
Subho Muharat,Bengali,,2003.0,NR,2,34,2-3 hrs
Thayi Kotta Thali,Kannada,,1987.0,NR,2,13,2-3 hrs
Protidan,Bengali,6.6,1983.0,NR,2,22,2-3 hrs
Ek Taraa,Marathi,7.0,2015.0,13+,2,12,2-3 hrs
Su Karisu,Gujarati,,2016.0,13+,2,3,2-3 hrs
Amar Sanghee,Bengali,,2017.0,13+,2,33,2-3 hrs
Louder Than Bombs,English,6.6,2016.0,16+,1,49,1-2 hrs
Khuda Gawah,Hindi,6.6,1992.0,All,3,5,>3 hrs
Sati Leelavathi,Telugu,,2005.0,NR,2,7,2-3 hrs
Rab Ton Sohna Ishq,Punjabi,,2013.0,13+,2,18,2-3 hrs
Himmat Aur Mehnat,Hindi,,1987.0,NR,2,17,2-3 hrs
Satya,Telugu,8.2,1998.0,NR,2,36,2-3 hrs
Artificial Intelligence: Creating a Code for Consciousness,English,,2020.0,13+,0,47,30-60 mins
Bidrohi,Bengali,6.5,1987.0,NR,2,19,2-3 hrs
Indiana Jones and the Raiders of the Lost Ark,English,8.4,1981.0,18+,1,55,1-2 hrs
Shivanaga,Kannada,,1992.0,NR,2,13,2-3 hrs
Middle Class Melodies (Tamil),Tamil,7.7,2020.0,16+,2,15,2-3 hrs
Marmaduke,English,4.3,2010.0,All,1,28,1-2 hrs
Cinema Pichoodu,Telugu,,1980.0,NR,0,0,<30 mins
Pauran,Malayalam,4.5,2005.0,NR,2,21,2-3 hrs
Naqaab,Bengali,5.7,2019.0,13+,2,39,2-3 hrs
Nanny McPhee,English,6.5,2006.0,13+,1,38,1-2 hrs
Jalsaghar,Bengali,,2018.0,13+,1,30,1-2 hrs
Gulama,Kannada,4.8,2008.0,13+,2,27,2-3 hrs
After Earth,Tamil,4.8,2013.0,13+,1,39,1-2 hrs
Antha,Kannada,7.4,1981.0,NR,2,4,2-3 hrs
Travelling with the Jinju,English,,2020.0,13+,0,52,30-60 mins
Sarvasva - A Blind Love,Kannada,,2017.0,13+,1,42,1-2 hrs
Premam,Hindi,7.1,2019.0,All,1,43,1-2 hrs
Judaai,Hindi,5.9,1980.0,All,2,29,2-3 hrs
OK Jaanu,Hindi,5.2,2017.0,13+,2,14,2-3 hrs
Richie (Hindi),Hindi,5.3,2019.0,13+,1,38,1-2 hrs
Balache Baap Brahmachari,Marathi,7.7,1988.0,All,2,20,2-3 hrs
Ora Char Jon,Bengali,,1988.0,NR,2,10,2-3 hrs
& Jara Hatke,Marathi,2.9,2016.0,NR,1,55,1-2 hrs
Policeodu,Telugu,7.1,2016.0,All,2,37,2-3 hrs
Kapalika,Malayalam,,1983.0,NR,2,11,2-3 hrs
Sant Gyaneshwar,Hindi,7.9,1981.0,NR,2,9,2-3 hrs
Don't Be Afraid of the Dark,Hindi,5.6,2011.0,18+,1,39,1-2 hrs
Shellfish: From The Sea To Our Plates,English,,2020.0,13+,0,52,30-60 mins
Aatma,Hindi,3.8,2013.0,18+,1,30,1-2 hrs
Alvin and the Chipmunks,English,5.2,2007.0,All,1,31,1-2 hrs
Eden,English,4.8,2015.0,18+,1,36,1-2 hrs
24 Mani Neram,Tamil,,1984.0,NR,2,3,2-3 hrs
The Eagles of the Forest,English,,2019.0,13+,0,53,30-60 mins
Sujan Sakhi,Bengali,,1995.0,NR,2,24,2-3 hrs
Ye Maya Chesave,Telugu,7.7,2010.0,13+,2,35,2-3 hrs
Jumanji: The Next Level,Telugu,6.6,2019.0,13+,2,3,2-3 hrs
Ghost Rider: Spirit Of Vengeance,Telugu,4.3,2012.0,18+,1,35,1-2 hrs
Baap Re Baap,Hindi,6.5,,NR,2,10,2-3 hrs
Ghost Rider: Spirit Of Vengeance,Tamil,4.3,2012.0,18+,1,35,1-2 hrs
The Romantics,English,5.1,2010.0,18+,1,36,1-2 hrs
The Cobbler,English,5.8,2015.0,13+,1,37,1-2 hrs
Barsaat,Hindi,3.8,2005.0,All,2,19,2-3 hrs
Prem Juddho,Bengali,7.4,2013.0,All,2,4,2-3 hrs
Simla Special,Tamil,6.8,1982.0,NR,2,17,2-3 hrs
Swapna Sanchari,Malayalam,6.0,2011.0,All,2,2,2-3 hrs
The Godfather,English,9.2,1972.0,18+,2,57,2-3 hrs
Nag Nagini,Bengali,,2017.0,13+,2,12,2-3 hrs
Nayaner Alo,Bengali,,1998.0,NR,2,24,2-3 hrs
Super Bheem Aur Avinashi Trimoorthy,Hindi,,2019.0,7+,1,5,1-2 hrs
Lagna Mubarak,Marathi,6.1,2018.0,13+,2,10,2-3 hrs
Krishnan Vanthan,Tamil,,1987.0,NR,2,4,2-3 hrs
Kong: Skull Island,Hindi,6.6,2017.0,16+,1,58,1-2 hrs
Shantilal O Projapoti Rohoshyo,Bengali,5.9,2020.0,13+,1,41,1-2 hrs
Don,Hindi,7.2,2006.0,13+,2,48,2-3 hrs
Mandyada Gandu,Kannada,,1994.0,NR,2,24,2-3 hrs
Dev,Hindi,6.9,2004.0,18+,2,44,2-3 hrs
Vamizi: Cradle of Coral,English,7.2,2020.0,13+,0,52,30-60 mins
Swapna Sundari,Telugu,,,NR,2,7,2-3 hrs
Srivari Priyuralu,Telugu,,1994.0,NR,2,14,2-3 hrs
Sitadevi,Telugu,6.1,1982.0,NR,2,12,2-3 hrs
Rebel,Telugu,4.7,2020.0,18+,2,49,2-3 hrs
Sabrang,Hindi,6.4,2017.0,NR,1,44,1-2 hrs
Raja Harish Chandra,Bengali,,1994.0,NR,1,52,1-2 hrs
Bhrashtachar,Hindi,4.7,1989.0,13+,2,21,2-3 hrs
Pratham Dekha,Bengali,,1992.0,NR,2,27,2-3 hrs
For the Plasma,English,5.7,2014.0,NR,1,33,1-2 hrs
Awara Paagal Deewana,Hindi,6.2,2002.0,18+,2,37,2-3 hrs
Tropic Thunder,English,7.0,2008.0,18+,1,46,1-2 hrs
Byabodhan,Bengali,,1990.0,NR,2,11,2-3 hrs
Meri Jung,Hindi,7.3,1985.0,All,2,40,2-3 hrs
Vice,English,,2008.0,18+,1,38,1-2 hrs
SAFALTA 0KM,Gujarati,8.2,2020.0,13+,2,31,2-3 hrs
Chor Machaye Shor,Hindi,6.5,1974.0,All,2,19,2-3 hrs
Transformers: Dark of the Moon,English,6.2,2011.0,13+,2,34,2-3 hrs
You n Me,Punjabi,8.1,2013.0,13+,2,2,2-3 hrs
Main Krishna Hoon,Hindi,5.3,2013.0,NR,2,9,2-3 hrs
Shubho Mahurat,Bengali,7.7,2017.0,13+,2,34,2-3 hrs
Kannedhirey Thondrinaal,Tamil,6.7,1998.0,All,2,42,2-3 hrs
Baavare Prem He,Marathi,6.4,2014.0,All,1,56,1-2 hrs
Kshudhita Pashan,Bengali,6.8,,All,1,39,1-2 hrs
Naa Desam,Telugu,6.8,1982.0,NR,2,5,2-3 hrs
Hellboy,English,5.2,2004.0,16+,2,1,2-3 hrs
Gulabo Sitabo,Hindi,6.3,2020.0,16+,2,4,2-3 hrs
Swapno Niea,Bengali,,,NR,1,24,1-2 hrs
Swabhoomi,Bengali,,2017.0,13+,1,56,1-2 hrs
Hopscotch,English,7.2,1980.0,13+,1,44,1-2 hrs
Shourya,Telugu,6.9,2016.0,13+,1,57,1-2 hrs
Indu Sarkar,Hindi,6.0,2017.0,13+,2,14,2-3 hrs
Biporjoy,Bengali,4.4,2017.0,13+,0,0,<30 mins
Lal Baadshah,Hindi,3.3,1999.0,18+,2,23,2-3 hrs
Sikandar,Hindi,,2009.0,13+,1,42,1-2 hrs
Deewane Huye Paagal,Hindi,5.3,2005.0,13+,2,30,2-3 hrs
Bal Hanuman III - Return Of The Demon,Hindi,,2010.0,All,0,50,30-60 mins
Galige,English,7.4,1994.0,NR,2,21,2-3 hrs
Khaad,Bengali,7.2,2017.0,13+,1,58,1-2 hrs
Mamangam,Malayalam,6.4,2019.0,13+,2,36,2-3 hrs
Sriramachandra,Kannada,5.4,1992.0,NR,2,6,2-3 hrs
Demolition,English,7.0,2015.0,18+,1,40,1-2 hrs
Ananda Poonkaatre,Tamil,6.5,1999.0,All,2,31,2-3 hrs
Shambo Shankara,Telugu,3.7,2018.0,13+,2,5,2-3 hrs
Survivor,Telugu,5.6,2015.0,13+,1,36,1-2 hrs
Shruthi,Kannada,,1990.0,NR,2,32,2-3 hrs
Byomkesh Bakshi (Adim Ripu),Bengali,,2017.0,13+,1,48,1-2 hrs
Goodbye Lover,English,5.6,1999.0,18+,1,41,1-2 hrs
Phoolon Ki Sej,Hindi,5.7,,All,2,28,2-3 hrs
Octopus (Kannada),Kannada,,2015.0,13+,2,17,2-3 hrs
The Witch: Part 1 - The Subversion,English,7.1,2018.0,18+,0,0,<30 mins
Bleeding Steel,Hindi,5.2,2017.0,13+,1,45,1-2 hrs
Shriman Satyawadi,Hindi,6.9,,All,2,26,2-3 hrs
Akkare,Malayalam,7.5,1984.0,NR,1,51,1-2 hrs
Tirupathi,Tamil,3.3,2006.0,All,2,33,2-3 hrs
Aamne Samne,Hindi,6.4,1982.0,All,2,13,2-3 hrs
Dhill,Tamil,7.0,2001.0,18+,2,38,2-3 hrs
Bal Ganesh and PomZom Planet (Gujarati),Gujarati,,2017.0,All,1,19,1-2 hrs
Arjun Aamar Naam,Bengali,,2003.0,NR,2,26,2-3 hrs
Pareeth Pandari,Malayalam,6.7,2017.0,All,1,50,1-2 hrs
Kabzaa,Hindi,6.0,1988.0,All,2,21,2-3 hrs
Chacko Randaaman,Malayalam,3.6,2006.0,NR,2,21,2-3 hrs
No Strings Attached,English,6.2,2011.0,18+,1,47,1-2 hrs
Mawaali,Hindi,5.4,1983.0,All,2,18,2-3 hrs
Ye Kaisa Pal Do Pal Ka Pyar,Hindi,,2016.0,13+,1,24,1-2 hrs
Ghost Rider,Marathi,5.2,2007.0,13+,1,50,1-2 hrs
Bagh Bondi Khela,Bengali,7.7,2017.0,13+,2,6,2-3 hrs
Bring the Sun Home,English,,2020.0,13+,0,54,30-60 mins
Chandragiri,Malayalam,4.6,2018.0,NR,2,18,2-3 hrs
Pressure Cooker,Telugu,6.3,2020.0,13+,2,4,2-3 hrs
Black and Blue,Hindi,6.4,2019.0,18+,1,47,1-2 hrs
Affraa Taffri,Gujarati,6.3,2020.0,13+,2,4,2-3 hrs
The Bhoot Of Rose Ville,Bengali,,2010.0,NR,1,53,1-2 hrs
Veruthe Oru Bharya,Malayalam,6.3,2008.0,All,2,21,2-3 hrs
Paigham,Hindi,7.0,,All,2,26,2-3 hrs
Pattondru Ketten,Tamil,,1991.0,All,1,58,1-2 hrs
Hum Aapke Dil Mein Rehte Hain,Hindi,5.7,1999.0,All,2,47,2-3 hrs
Knock Knock,Telugu,4.9,2015.0,18+,1,39,1-2 hrs
Man On Fire,English,7.7,2004.0,13+,2,26,2-3 hrs
Logan Lucky,Hindi,7.0,2017.0,16+,1,58,1-2 hrs
The Room,Telugu,6.0,2019.0,18+,1,39,1-2 hrs
Utsaham,Telugu,,2002.0,NR,2,44,2-3 hrs
Unkahee,Hindi,4.6,2020.0,NR,0,41,30-60 mins
Ariyatha Paiyan,Tamil,,2001.0,NR,1,18,1-2 hrs
Nunnunarvu,Tamil,7.5,2016.0,All,1,38,1-2 hrs
Mansa Kanya,Bengali,,1991.0,NR,2,31,2-3 hrs
Jagratha,Malayalam,7.4,1989.0,NR,2,14,2-3 hrs
Lakshyaved,Bengali,,2009.0,NR,2,23,2-3 hrs
Pooja,Telugu,5.1,1975.0,All,2,16,2-3 hrs
Star Trek Beyond,English,7.1,2016.0,16+,2,2,2-3 hrs
Smile Please,Marathi,7.0,2019.0,13+,2,12,2-3 hrs
California Paranormal,English,4.7,2019.0,13+,1,20,1-2 hrs
Janiva,Marathi,6.2,2015.0,13+,1,40,1-2 hrs
Pad Yatra: A Green Odyssey,English,7.4,2019.0,13+,0,0,<30 mins
Shibu,Malayalam,6.7,2019.0,All,2,2,2-3 hrs
A Map of the World,English,6.6,1999.0,18+,2,6,2-3 hrs
Mahayoddha Vir : The Robot Boy Movie,Hindi,2.8,2013.0,All,0,45,30-60 mins
Saaho (Kannada),Kannada,5.2,2019.0,13+,2,49,2-3 hrs
Anjaana Anjaani,Hindi,5.8,2010.0,NR,2,31,2-3 hrs
Raeeszada,Hindi,3.9,2020.0,13+,2,27,2-3 hrs
Hey Jude,Malayalam,6.9,2018.0,All,2,24,2-3 hrs
LBJ,English,6.5,2018.0,18+,1,37,1-2 hrs
Sparshaa,Bengali,,2007.0,NR,1,53,1-2 hrs
Wanted,Hindi,6.7,1984.0,NR,2,25,2-3 hrs
Teenkahon,Bengali,7.4,2015.0,18+,2,4,2-3 hrs
Parayam,Malayalam,,2006.0,NR,1,51,1-2 hrs
Parayanumvayya Parayathirikkanumvayya,Malayalam,5.6,1985.0,NR,2,11,2-3 hrs
Sultan,Hindi,7.0,2016.0,13+,2,49,2-3 hrs
Under Siege 2: Dark Territory,English,5.5,1995.0,18+,1,39,1-2 hrs
Vaddante Dabbu,Telugu,6.6,,NR,2,19,2-3 hrs
Veeno in Turkey,Hindi,,2017.0,All,1,17,1-2 hrs
Vaazhvey Maayam,Tamil,6.9,1982.0,All,2,37,2-3 hrs
Gowri Kalyana,Kannada,,1991.0,NR,2,21,2-3 hrs
Nava Mohini,Telugu,7.3,1984.0,18+,2,15,2-3 hrs
The Geocentric Man,Bengali,6.4,2019.0,13+,0,40,30-60 mins
Parvathi Kalyana,Kannada,7.8,1967.0,NR,2,1,2-3 hrs
Blumhouse's Fantasy Island,Telugu,4.9,2020.0,18+,1,49,1-2 hrs
Dil Vil Pyar Vyar,Hindi,5.2,2002.0,13+,2,30,2-3 hrs
Bhale Manchi Chowka Beram,Telugu,6.3,2018.0,13+,2,14,2-3 hrs
Whiplash,English,8.5,2015.0,16+,1,46,1-2 hrs
Yuddham ( In Hindi ),Hindi,3.2,2019.0,13+,1,35,1-2 hrs
Dinosaur Island,English,3.8,2002.0,7+,1,13,1-2 hrs
Sandhesam,Malayalam,,1991.0,NR,2,19,2-3 hrs
Praktan,Bengali,7.7,2018.0,13+,2,22,2-3 hrs
Mukti,Bengali,7.2,,NR,1,54,1-2 hrs
Gabbar Singh,Telugu,7.1,2012.0,13+,2,31,2-3 hrs
Abhimaan,Hindi,7.9,1973.0,All,2,3,2-3 hrs
K.G.F: Chapter 1 (Kannada),Kannada,8.2,2018.0,13+,2,34,2-3 hrs
Natpuna Ennanu Theriyuma,Tamil,4.9,2019.0,All,2,1,2-3 hrs
Wrath of the Titans,Tamil,5.7,2012.0,13+,1,39,1-2 hrs
Jayammu Nischayammu Raa,Telugu,7.2,2016.0,13+,2,37,2-3 hrs
Bal Shivaji,Marathi,5.9,1981.0,All,2,0,2-3 hrs
Praja,Malayalam,3.8,2001.0,NR,2,58,2-3 hrs
Enai Noki Paayum Thota,Tamil,5.6,2019.0,16+,2,31,2-3 hrs
Born To Race,Bengali,6.0,2012.0,16+,1,38,1-2 hrs
Ondalla Eradalla,Kannada,8.3,2018.0,All,1,57,1-2 hrs
